商品名,カテゴリ,色,スパーク,ボディ,メーカー,産地,地名,容量,価格,小売価格,コメント,味わい,画像
ヴァンヴィ・グリ龍眼,ワイン,,,,VinVie ヴァンヴィ,長野県,松川町,750,1900,2090 ,白い花のような爽やかな香りが感じられます。軽やかな酸味とビター感。,気軽に楽しめる,
ヴァンヴィ・ロゼ　メルロー,ワイン,,,,VinVie ヴァンヴィ,長野県,松川町,750,2000,2200 ,イチゴのような華やかな香り。フレッシュな酸味と赤い果実の風味。,辛口ロゼワイン,
ｶﾞｸﾌｧｰﾑ/IMA ｼｬﾙﾄﾞﾈ'24,ワイン,,,,ｶﾞｸﾌｧｰﾑ,長野県,松本市,750,3754,4129 ,レモンやパイナップル、梨に、ナッツやバニラ、土壌のミネラル感,新樽・古樽で9ヵ月間熟成,
ｶﾞｸﾌｧｰﾑ/IMA ｼﾗｰ'24,ワイン,,,,ｶﾞｸﾌｧｰﾑ,長野県,松本市,750,3754,4129 ,カシスやブラックベリーの果実味にシラーらしい白胡椒のニュアンス,エレガントスタイル,
ｶﾞｸﾌｧｰﾑ/SEIL                                              ﾒﾙﾛ＋ｶﾍﾞﾙﾈﾌﾗﾝ'24,ワイン,,,,ｶﾞｸﾌｧｰﾑ,長野県,松本市,750,4070,4477 ,カシスやラズベリーの香り、カベルネ・フランの針葉樹森のニュアンス,Me86%CF１４％,
ｶﾞｸﾌｧｰﾑ/IMA ｶﾍﾞﾙﾈ･ﾌﾗﾝ '23,ワイン,,,,ｶﾞｸﾌｧｰﾑ,長野県,松本市,750,3754,4129 ,"ラズベリー、ブラックチェリー、腐葉土の香り,チャーミングなワイン",果実感,
ヴィニクローヴ　　　　　　　　ピノ・ノワール2023,ワイン,,,,ヴィニグローヴ,長野県,高山村,750,6800,7480 ,赤いバラの香り、紅茶やオリエンタルスパイス、微かなロースト香,数量限定品,
ヴィニクローヴ　メルロー2023,ワイン,,,,ヴィニグローヴ,長野県,高山村,750,3800,4180 ,プラムやブルーベリーの香りに加え、ハーブやスパイスの香り,数量限定品,
ヴィニクローヴ　メルロー　　　ピースNo.12 2022,ワイン,,,,ヴィニグローヴ,長野県,高山村,750,4500,4950 ,樽ごとの個性を楽しむシリーズです。,数量限定品,
ガクファーム　　　　　　　　　　　IMAシュナン・ブラン25,ワイン,,,,ガクファーム,長野県,松本市,750,3600,3960 ,青りんご、はちみつ、カモミール、ミネラル、酸など,白身魚ソテー,
ガクファーム　　　　　　　　　　RIDGE　Rose　25,ワイン,,,,ガクファーム,長野県,松本市,750,3600,3960 ,ジャスミン、アプリコット、紅茶、シナモンの香りが深いロゼワイン,4種のぶどう,
ヴァルフォルモサ・ブリュット・ナチュール,ワイン,,,,ペネデス,スペイン,,750,1454,1599 ,全体的にすがすがしく清涼感あふれる構成です。,辛口スパークリング,
(ｳﾞｧﾝｸﾛｽ)　ストリ・マラニ　　ルカツィテリ　クヴェヴリ,ワイン,,,,カヘティ,ジョージア,,750,2881,3169 ,アプリコットなどの果実香、黄色いお花の香り。クリーンで幾分ライトに感じられる辛口,オレンジワイン,
(ｳﾞｧﾝｸﾛｽ)　ストリ・マラニ　　サペラヴィ　クヴェヴリ赤,ワイン,,,,カヘティ,ジョージア,,750,2345,2580 ,ブラックベリーのアロマと樽熟成によるコクのある風味が調和した奥行きのある味わい。,ミディアム赤,
ロクサニッチ　ボルド　　　（メルロー）2011,ワイン,,,,イストリア半島,クロアチア,,750,5000,5500 ,ボルドーに次いで世界中で第2のメルローの産地,ミディアムボディ赤,
シャブリ・テロワール・ド・　　ベル2021,ワイン,,,,,フランス,シャブリ,750,6663,7329 ,青りんごの果実香に、ナッツのような芳ばしさや乳酸的なまろやかな香り,辛口白ワイン,
クリストフ・シュタインマン　ジルヴァーナー,ワイン,,,,ユルゲン・ライナー,ドイツ,,750,2163,2379 ,はつらつとした酸が心地よい軽快な辛口白。,辛口白ワイン,
ヴォータノワイン　                  セバ・ビアンコ2,ワイン,,,,ヴォータノワイン,塩尻市,塩尻市,750,5454,5999 ,甲斐ブラン主体で茶に近い黄金色青草やハーブ、ヨードの甘香。,遅積み 熟成辛口:12%,
クリュッグ　グランド・　　　　キュヴェ　ＥＤ　１７１,ワイン,,,,,フランス,シャンパーニュ,750,38181,41999 ,比類なき味わい・品質を持ち、”シャンパンの帝王”と称される,世界最高峰！,
ブリュット　スーヴェラン　アンリオ　NV,ワイン,,,,,フランス,シャンパーニュ,750,7140,7854 ,オランダ王室、オーストリア・　　　　　　　ハンガリー帝国皇室御用達,熟成香ふくよかなボディ,
デコイ　ソーヴィニョンブラン　,ワイン,,,,,アメリカ,カリフォルニア,750,2827,3110 ,パイナップル、グーズベリーとミネラルがおたがいに響き合う。,辛口白ワイン,
サンセール　コントラフォン　ブラン2023,ワイン,,,,,フランス,ロワール,750,5172,5689 ,柑橘系果実のアロマとハーブ香が爽やかな辛口白ワイン！,フレッシュで奥深い,
サン　レオナルド・サン　　　　レオナルド2018,ワイン,,,,,イタリア,トレンティーノ ,750,14572,16029 ,ガンベロロッソ最高賞！偉大な「北のサッシカイア」,フルボディ,
ベルコッレ　バローロ,ワイン,,,,,イタリア,ピエモンテ,750,5718,6290 ,上品なタンニンと豊かな果実味が感じ取れ上品な余韻が長く続く。お値打ちバローロ,フルボディ赤,
シャトーピジョン・ロングヴィルコンテスド・ラランド,ワイン,,,,,フランス,ボルドー,750,35100,38610 ,スーパーセカンドとして、長年ボルドーファンに愛され続ける銘柄です。,フルボディ赤,
ベッサ・ヴァレーワイナリー　カベルネ・バイ・エニーラ,ワイン,,,,,ブルガリア,パザルジク,750,2527,2780 ,シルクのようにしっとりなめらかで厚みのある舌ざわり。,フルボディ,
バルド・ガリル・ゴデーリョ2023,ワイン,,,,,スペイン,ガリシア州,750,2345,2580 ,青リンゴやライムなどの若々しくフレッシュな果実味、繊細で高めの酸!!,辛口白ワイン,
ｽｺﾘｳﾑ・ﾌﾟﾛｼﾞｪｸﾄ　ﾌﾟﾘﾝｽ　ケイブス　ヴィンヤード,ワイン,,,,,アメリカ,カリフォルニア,750,4409,4850 ,全房発酵でスキンコンタクトして作られる魅惑のオレンジワイン。,オレンジワイン,
齋藤葡萄酒　ピノ・グリ　2022,ワイン,,,,齋藤葡萄酒,長野県,安曇野市,750,4000,4400 ,ボリューム感があり、苦味をしっかり感じます。酸味 はやや控え目！,フルーティーな白,
セバスチャン・リフォー　アクメニネ,ワイン,,,,,フランス,ロワール,750,3890,4279 ,豊かなミネラル感と複雑性のある旨味を有した辛口のスタイルです。,辛口白ワイン,
ラヴニール　ファー＆ニア　　ピノ・タージュ,ワイン,,,,ラヴニール,南アフリカ,,750,1200,1320 ,しなやかなタンニンのバランスが調和されたワインです。,ミディアム赤,
ゲルト・ステップ　ミネラルシュタイン　リースリング24,ワイン,,,,ファルツ,ドイツ,ファルツ,750,2181,2399 ,絶妙なブレンドの新感覚リースリング！爽やか,スッキリ辛口白,
ラッツェンベルガー　　　　　バッハラッハーリースリング　,ワイン,,,,"	ミッテルライン",ドイツ,"	ミッテルライン",750,3518,3870 ,少しだけ甘みを残し、果実味が広がる、少し苦みを感じるまろやか,,
マルターディンガー　ヴァイスワイン　Ｔ,ワイン,,,,,ドイツ,バーデン,750,5527,6080 ,洋梨やリンゴ、柑橘にハーブが加わります。ミネラル感、繊細さが唯一無二です。,辛口白ワイン,
マルターディンガー　ＳＢ　ベルンハルト　アチープ,ワイン,,,,,ドイツ,バーデン,750,7200,7920 ,ドイツで最も注目を浴びているピノ・ノワールの名手,ミディアム赤,
ゲオルク・ブロイヤー　ソヴァージュ　リースリング,ワイン,,,,,ドイツ,ラインガウ,750,3236,3560 ,鮮烈な酸と豊富なミネラルから、醸造所の信条がはっきりとみてとれる、力強い味わい。,辛口白ワイン,
ゲオルク・ブロイヤー　ラウエンタール　リースリング,ワイン,,,,,ドイツ,ラインガウ,750,4527,4980 ,鮮烈な酸と硬いミネラル。キリリと綺麗なリースリング。,辛口白ワイン,
シプリアン　アルロー　ブルゴーニュシャルドネスクリッチ,ワイン,,,,,フランス,ブルゴーニュ,750,6200,6820 ,新リリース！ミネラル豊富で優しく柔らかなシャルドネ！,新商品！ブルゴーニュ,
イナマ　フォスカリーノソアヴェ・クラシコ２３,ワイン,,,,,イタリア,ヴェネト,750,4681,5149 ,濃い黄色。花の香り。ふくよかでまろやか、余韻にはアーモンドの風味,ガルガネーガ,
ブラックチョーク・クラシック2021　750,ワイン,,,,,イギリス,ハンブシャー地区,750,7200,7920 ,フレッシュな果実味がありながら重厚感ある味わい！,主役はシャルドネ,
ボランジェ　スペシャル　　　　　キュヴェNV,ワイン,,,,,フランス,シャンパーニュ,750,9454,10399 ,繊細な泡が口の中でベルベットのように滑らか！映画「007」に登場。,映画007に登場,
ボノーム　赤　　　　　　　ヴァンクゥール・ヴァンキュ2022,ワイン,,,,,ロワール,フランス,750,2854,3139 ,しなやかでコクのあるジューシーな果実味があり、キュートな酸が特徴。,ミディアム赤,
ボノーム　白　　　　　　　ヴァンクゥール・ヴァンキュ　,ワイン,,,,,ロワール,フランス,750,2854,3139 ,透明感のあるフルーティーなエキスにじわっと染み入る酸と深いミネラルが溶け込む。,辛口白ワイン,
プティコトー・ヴヴレーメトド・トラディショナル,ワイン,,,,,フランス,ロワール,750,2454,2699 ,レモンやミネラルの爽やかな香り。キレのある酸、マイルドな泡。,自然派スパークリング,
ベルンハルト・フーバー/　　　マルターディンガーWB,ワイン,,,,,ドイツ,バーデン,750,5500,6050 ,ドイツ最高峰のワインメーカー。ブルゴーニュのトップと肩を並べる,ヴァイサーブルグンダー,
サンサンエステート　　　　　柿沢シャルドネ　ネイキッド2024,ワイン,,,,サンサンワイナリー,長野県,塩尻市,750,2573,2830 ,柑橘やりんごの香り、やわらかな酸とやさしい果実味。,辛口白ワイン,
シャトーサンサン　シャルドネ2022,ワイン,,,,サンサンワイナリー,長野県,塩尻市,750,5600,6160 ,桃やバナナ、包み込むような樽の香り、穏やかな果実と生き生きした酸,辛口白ワイン,
サンサン　エステート　柿沢シャルドネ　樽熟成,ワイン,,,,サンサンワイナリー,長野県,塩尻市,750,3400,3740 ,アタックはスムースで、厚みのある果実味！樽由来のカカオの香り,しっかり辛口白,
オリヴィエ・L・レスティーユ2022,ワイン,,,,,フランス,ブルゴーニュ,750,4945,5440 ,ピュリニー・モンラッシェとムルソーのブドウを用いた贅沢な白。,辛口白ワイン,
サッシカイヤ2021　テヌータ・サン・グイド,ワイン,,,,,イタリア,トスカーナ,750,35336,38870 ,圧倒的な存在感を放つ、進化し続ける唯一無二のスーパータスカン。,イタリアワインの至宝,
（エノテカ）ケンダル・Ｊ　Ｖ・Ｒ　カベルネ・ソービニ,ワイン,,,,,アメリカ,カリフォルニア,750,3254,3579 ,まろやかなタンニンと芳醇な果実味。,フルボディ赤,
ユルゲンライナー/リースリングハンドベルグ,ワイン,,,,,ドイツ,ファルツ,750,3336,3670 ,柑橘系の果実味、硬質なミネラル、シャープな酸,自然派,
アラン・ブリュモン　           シャトー・モンテュス　,ワイン,,,,,フランス,南西地方,750,4981,5479 ,トム・クルーズ愛飲ワインとしても有名な赤！「南西地方のペトリュス」と称される逸品。,フルボディ赤,
シプリアン　アルロー　                  ブルゴーニュ　オカ,ワイン,,,,,フランス,ブルゴーニュ,750,7090,7799 ,高樹齢のブドウから造られる高品質ACブルゴーニュ！,高樹齢ブドウ使用,
ペティッグ　ヴィーノ　　　　プエプロ　シャルドネ2023,ワイン,,,,,チリ,マジェコヴァレー,750,3100,3410 ,グレープフルーツや白桃、ヘーゼルナッツの香り。,豊かなミネラル感,
ペティツク　ヴィーノ　　　　　　リージョン　ピノノワール,ワイン,,,,,チリ,マジェコヴァレー,750,3100,3410 ,“真のブルゴーニュ愛好家に贈る”極上のデイリーワイン,ミディアムボディ,
ジョセフ・ペリエ　キュヴェ・ロワイヤル・ブリュット,ワイン,,,,,フランス,シャンパーニュ,750,6872,7559 ,英王室御用達を始めノーベル賞晩餐会などで提供。,辛口シャンパーニュ,
クリスタルム　フェラム　　　シャルドネ2023,ワイン,,,,,南アフリカ,ウォーカーベイ,750,7918,8710 ,自社所有のシングル・ヴィンヤードのシャルドネ100％,辛口白ワイン,
クリスタルム　クレイ・シェルス・シャルドネ2023,ワイン,,,,,南アフリカ,ヘメル・アン・アルド・リッジ,750,7918,8710 ,クリスタルムのシングルヴィンヤード上級シャルドネ！！,辛口白ワイン,
クリスタルム　リティーゴ　　ピノノワール2023,ワイン,,,,,南アフリカ,ウエスタンケープ,750,7918,8710 ,シングル・ヴィンヤードのピノ・ノワール100％キュヴェ！,フルボディ赤,
オー・ボン・クリマ　　　　シャルドネ　ツバキラベル,ワイン,,,,,アメリカ,カリフォルニア,750,3509,3860 ,厳選したシャルドネで醸造した日本限定キュヴェ。,辛口白ワイン,
マイケル・ポザーン　　　　　アナベラ・ナパ　カベルネ・Ｓ,ワイン,,,,,アメリカ,カリフォルニア,750,4672,5139 ,世界的に有名なオーパス・ワンの隣にある家族経営のワイナリーです。,フルボディ赤,
